Article 1 ID,Article 2 ID,Article 1 Reject,Article 2 Reject,Article 1 Headline,Article 2 Headline,Article 1 Site Name,Article 2 Site Name,Article 1 Sentiment Count,Article 2 Sentiment Count,Hash Similarity Score,Marking,Live Latest Feed,Article 1 URL,Article 2 URL
5889,6064,False,True,Labour not committed to ‘arbitrary’ numbers on green investment – Rayner,Labour not committed to ‘arbitrary’ numbers on green investment – Rayner,The Argus,Evening Standard,1,0,97,PP_DEEP,FALSE,https://www.theargus.co.uk/news/national/24093919.labour-not-committed-arbitrary-numbers-green-investment---rayner/,https://www.standard.co.uk/news/politics/nicola-sturgeon-snp-jobs-scotland-scottish-government-b1136698.html
6069,6071,False,True,Renfrew road left in &#39;floods of water&#39; after burst pipe,Renfrew road left flooded after &#39;burst&#39; pipe in the area,Glasgow Times,Glasgow Times,3,0,100,PP_DEEP,FALSE,https://www.glasgowtimes.co.uk/news/24093256.renfrew-road-left-floods-water-burst-pipe/,https://www.glasgowtimes.co.uk/news/24093256.renfrew-road-left-flooded-burst-pipe-area/
3835,6099,False,True,Britain needs to get better at measuring growth,"‘Stunning’ US jobs growth of 353,000 far outstrips estimates",Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/34bd389f-f44d-42d8-b5d6-31fe34ea30c6?trk=public_post_comment-text
5963,6100,False,True,Tata Steel begins formal 45-day consultation over plans for Port Talbot plant,Tata Steel begins formal 45-day consultation over plans for Port Talbot plant,The Leader,Evening Standard,0,0,93,PP_DEEP,FALSE,https://www.leaderlive.co.uk/news/national/24094475.tata-steel-begins-formal-45-day-consultation-plans-port-talbot-plant/,https://www.standard.co.uk/business/business-news/tata-steel-begins-formal-45day-consultation-over-plans-for-port-talbot-plant-b1136738.html
5889,6106,False,True,Labour not committed to ‘arbitrary’ numbers on green investment – Rayner,<b>Labour</b> not committed to ‘arbitrary’ numbers on green investment – Rayner,The Argus,The Wiltshire Gazette and Herald,1,0,100,PP_DEEP,FALSE,https://www.theargus.co.uk/news/national/24093919.labour-not-committed-arbitrary-numbers-green-investment---rayner/,https://www.gazetteandherald.co.uk/news/national/24093919.labour-not-committed-arbitrary-numbers-green-investment---rayner/
6082,6107,False,True,Poll puts Hunt under pressure to cut income tax for low earners,"Slash income tax for low and middle earners, voters tell Jeremy Hunt in poll",inews.co.uk,inews.co.uk,0,0,100,PP_DEEP,FALSE,https://inews.co.uk/news/politics/income-tax-poll-jeremy-hunt-2887346?ico=related_stories,https://inews.co.uk/news/politics/income-tax-poll-jeremy-hunt-2887346?ico=above_article_ticker
6122,6124,False,True,Clapham chemical attack: &#39;Big questions&#39; for government - as more details of chemical attack suspect&#39;s sexual crimes emerge,Clapham chemical attack: &#39;Big questions for Home Office&#39; as suspect granted asylum after committing sexual offence,Sky News,Sky News,1,0,100,PP_DEEP,FALSE,https://news.sky.com/story/clapham-chemical-attack-big-questions-for-government-after-chemical-attack-suspect-given-asylum-after-criminal-conviction-13061433,https://news.sky.com/story/clapham-chemical-attack-latest-manhunt-under-way-for-suspect-with-significant-injuries-to-face-13061433?postid=7165526
3835,6140,False,True,Britain needs to get better at measuring growth,Paula Vennells to face grilling at next stage of Post Office inquiry,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/cbacd28a-4e03-4016-b72d-93df9bbee9ae
6150,6151,False,True,Tributes pour in after passing of Cornwall councillor Edwina Hannaford,Tributes after death of Cornwall councillor Edwina Hanniford,Yahoo News,Falmouth Packet,4,0,93,PP_DEEP,FALSE,https://uk.news.yahoo.com/tributes-pour-passing-cornwall-councillor-122500629.html,https://www.falmouthpacket.co.uk/news/24093247.tributes-death-cornwall-councillor-edwina-hanniford/
6092,6163,False,True,<b>Labour</b> deputy leader doubles down on workers&#39; rights pledges after backtracking reports,Labour deputy leader doubles down on workers&#39; rights pledges after backtracking reports,Sky News,Sky News,1,0,100,PP_DEEP,FALSE,https://news.sky.com/story/labour-deputy-leader-doubles-down-on-workers-rights-pledges-amid-backtracking-reports-13062223?dcmp=snt-sf-twitter,https://news.sky.com/story/labour-deputy-leader-doubles-down-on-workers-rights-pledges-amid-backtracking-reports-13062223
6070,6164,False,True,Labour accused of ‘massive backward step’ over decision to drop £28bn green investment pledge – UK politics live,Rayner says Labour still wants to spend £28bn on <b>green</b> investment but won’t be bound by ‘arbitrary’ number – as it happened,The Guardian,The Guardian,0,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/feb/02/labour-28bn-green-investment-pledge-keir-starmer-rachel-reeves-uk-politics-live?page=with:block-65bce99a8f089802d51fad98,https://www.theguardian.com/politics/live/2024/feb/02/labour-28bn-green-investment-pledge-keir-starmer-rachel-reeves-uk-politics-live
6166,6168,False,True,<b>Green Party</b> Welcomes Decision To Save Promote Learning Disability Service,Alliance Calls For Swifter Implementation On Gynaecological Services,Flagship Media Group Lmited,Flagship Media Group Lmited,0,0,91,PP_DEEP,FALSE,https://www.4ni.co.uk/northern-ireland-news/304631/green-party-welcomes-decision-to-save-promote-learning-disability-service,https://www.4ni.co.uk/northern-ireland-news/304632/alliance-calls-for-swifter-implementation-on-gynaecological-services
3835,6172,False,True,Britain needs to get better at measuring growth,Slovakia’s Robert Fico under pressure to ditch plan to close anti-corruption office,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/ffcf64bb-0b28-4514-87b1-d70b8601ae8c
5920,6179,False,True,Politics latest news: Labour starts pre-election talks with civil service,Politics latest news: <b>Reform</b> UK hits highest ever level of support in Red Wall in setback for Sunak,The Telegraph,The Telegraph,0,0,100,PP_DEEP,TRUE,https://www.telegraph.co.uk/politics/2024/02/02/rishi-sunak-latest-news-red-wall-reform-uk-labour-stormont/,https://www.telegraph.co.uk/politics/2024/02/02/rishi-sunak-latest-news-red-wall-reform-uk-labour-stormont/?utmsource=email
3835,6209,False,True,Britain needs to get better at measuring growth,Labour under pressure to water down proposed tax raid on private equity,Financial Times,Financial Times,0,0,94,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/d1ac6961-4a91-4807-9927-90bd27a02433?sharetype=blocked
5266,6221,True,True,Major blow to Meghan Markle and <b>Prince Harry</b>’s Hollywood dream,Time is running out for UK’s prime minister Rishi Sunak,Couriermail,Dailytelegraph,0,0,100,PP_DEEP,FALSE,https://www.couriermail.com.au/entertainment/celebrity-life/royals/major-blow-to-meghan-markle-and-prince-harrys-hollywood-dream/news-story/b8c1a3b3f59429a85009f73cec28388f,https://www.dailytelegraph.com.au/news/world/time-is-running-out-for-uks-prime-minister-rishi-sunak/news-story/de129cf25071569c1a546ae15ffdae9f
6216,6222,False,True,Labour party woos British Indians to counter PM Sunak,UK&#39;s Labour Party trying to reconnect with British Indians amid fears of slump in support,Daily Pioneer,Times Of India,0,0,83,LINGUISTIC,FALSE,https://www.dailypioneer.com/2024/world/labour-party-woos-british-indians-to-counter-pm-sunak.html,https://timesofindia.indiatimes.com/nri/other-news/uks-labour-party-trying-to-reconnect-with-british-indians-amid-fears-of-slump-in-support/articleshow/107379099.cms
6206,6223,False,True,National joke British Rail looms over Labour’s attempt to take back control of trains,National joke British Rail looms over Labour’s bid to take back control of trains,The Telegraph,Yahoo Finance,0,0,99,PP_DEEP,FALSE,https://www.telegraph.co.uk/business/2024/02/03/british-rail-looms-over-labour-plan-state-ownership-trains/,https://finance.yahoo.com/news/national-joke-british-rail-looms-060000259.html
6240,6242,False,True,Police release footage of raid on address in Abdul Ezedi manhunt,Clapham Common chemical attack: Police share video showing raid,Evening Standard,This Is Local London,1,0,90,PP_DEEP,FALSE,https://www.standard.co.uk/news/uk/metropolitan-police-newcastle-police-london-christianity-b1136843.html,https://www.thisislocallondon.co.uk/news/24095693.clapham-common-chemical-attack-police-share-video-showing-raid/
5431,6248,False,True,Former FM Nicola Sturgeon returns to centre stage at Covid Inquiry,The awkward Covid questions Nicola Sturgeon faced,BBC News,BBC News,1,0,97,PP_DEEP,FALSE,https://www.bbc.co.uk/news/uk-scotland-68161268?at_medium=RSS&at_campaign=KARANGA,https://www.bbc.com/news/uk-scotland-68161268?at_format=link&at_bbc_team=editorial&at_ptr_name=twitter&at_campaign_type=owned&at_link_type=web_link&at_link_origin=BBCPolitics&at_link_id=19B431B2-C06B-11EE-AD3E-B4B2D0B4AF07
6194,6254,False,True,Laura Kuenssberg: When will politicians make their minds up on key plans?,Laura Kuenssberg: When will politicians make their minds up on key plans?,BBC News,BBC News,0,0,97,PP_DEEP,FALSE,https://www.bbc.com/news/uk-politics-68192206,https://www.bbc.com/news/uk-politics-68192206.amp
6241,6258,False,True,Thousands gather in Edinburgh to call for immediate ceasefire in Gaza,Thousands gather in Edinburgh to call for immediate ceasefire in Gaza,Kent Online,The Independent,1,0,97,PP_DEEP,FALSE,https://www.kentonline.co.uk/news/national/thousands-gather-in-edinburgh-to-call-for-immediate-ceasefire-in-gaza-109709/,https://www.independent.co.uk/news/uk/israel-edinburgh-scottish-parliament-unrwa-hamas-b2490049.html
6221,6311,True,True,Time is running out for UK’s prime minister Rishi Sunak,<b>Prince</b> Philip’s ‘secret nickname’ for Meghan Markle as new details emerge about <b>Prince Harry</b>’s feud with <b>Prince</b> William,Dailytelegraph,Geelongadvertiser,0,0,97,PP_DEEP,FALSE,https://www.dailytelegraph.com.au/news/world/time-is-running-out-for-uks-prime-minister-rishi-sunak/news-story/de129cf25071569c1a546ae15ffdae9f,https://www.geelongadvertiser.com.au/entertainment/celebrity-life/royals/prince-philips-secret-nickname-for-meghan-markle-as-new-details-emerge-about-prince-harrys-feud-with-prince-william/news-story/e9e1ab8f4509c950f4fe3d172876b28c
6221,6327,True,True,Time is running out for UK’s prime minister Rishi Sunak,Three words confirm Harry and <b>Meghan</b> are spiralling out of control,Dailytelegraph,Thechronicle,0,0,100,PP_DEEP,FALSE,https://www.dailytelegraph.com.au/news/world/time-is-running-out-for-uks-prime-minister-rishi-sunak/news-story/de129cf25071569c1a546ae15ffdae9f,https://www.thechronicle.com.au/entertainment/celebrity-life/royals/three-words-confirm-harry-and-meghan-are-spiralling-out-of-control/news-story/344ce0a6858c84d5cf9d5613f1bf9e73
6292,6328,False,True,<b>Prince Harry</b>&#39;s rift with brother William &#39;began following heated disagreement over wildlife conservation&#39;,Prince Harry&#39;s rift with brother William &#39;began following heated disagreement over wildlife conservation&#39;,Yahoo Life,Evening Standard,1,0,99,PP_DEEP,FALSE,https://uk.style.yahoo.com/prince-harrys-rift-brother-william-114014734.html,https://www.standard.co.uk/news/uk/prince-william-harry-meghan-markle-feud-wildlife-conservation-africa-b1136809.html
6015,6330,False,True,"Where are is the cast of ‘Suits’ now? See stars <b>Meghan Markle</b>, Patrick J. Adams and more",Where are the stars of ‘Suits’ now?,TODAY.com,Yahoo News,3,0,96,PP_DEEP,FALSE,https://www.today.com/popculture/tv/suits-cast-now-rcna136128,https://news.yahoo.com/where-stars-suits-now-000326441.html
6243,6340,False,True,Sir Bob Neill: Former Tory minister to stand down at next general election,Sir Bob Neill: Former Tory minister to stand down at next <b>general election</b>,BBC News,BBC News,1,0,100,PP_DEEP,FALSE,https://www.bbc.co.uk/news/uk-politics-68190390.amp,https://www.bbc.com/news/uk-politics-68190390.amp
6396,6399,False,True,Stormont: Michelle O&#39;Neill makes history as nationalist first minister,Michelle O&#39;Neill appointed Northern Ireland&#39;s first nationalist first minister,BBC News,BBC News,1,0,99,PP_DEEP,FALSE,https://www.bbc.co.uk/news/uk-northern-ireland-politics-68180505?at_link_origin=BBC_Politics&at_bbc_team=editorial&at_campaign_type=owned&at_ptr_name=facebook_page&at_campaign=Social_Flow&at_link_type=web_link&at_medium=social&at_link_id=717FB3F4-C27C-11EE-83C0-FA01AAF30DC0&at_format=link,https://www.bbc.co.uk/news/uk-northern-ireland-politics-68180505.amp
6197,6404,False,True,Angela Rayner will be Labour’s most powerful minister in government – <b>Keir Starmer</b> should watch out,Voices: Angela Rayner will be <b>Labour</b>’s most powerful minister in government – Keir Starmer should watch out,The Independent,Yahoo News,2,0,97,PP_DEEP,FALSE,https://www.independent.co.uk/voices/angela-rayner-labour-government-keir-starmer-b2489937.html,https://uk.news.yahoo.com/voices-angela-rayner-labour-most-124348592.html
6203,6416,False,True,‘Miliband still wants the £28bn’: Inside Labour’s green growth plan split,‘Miliband still wants the £28bn’: Inside <b>Labour</b>’s green growth plan split,inews.co.uk,inews.co.uk,1,0,100,PP_DEEP,FALSE,https://inews.co.uk/news/politics/ed-miliband-labour-green-growth-2887660?ico=most_popular,https://inews.co.uk/news/politics/ed-miliband-labour-green-growth-2887660?ico=related_article_inline
6421,6425,False,True,Banks not legally required to provide Welsh-language services,Banks won&#39;t be required to provide Welsh-language services after Senedd rejects call,South Wales Argus,Yahoo News,2,0,96,PP_DEEP,FALSE,https://www.southwalesargus.co.uk/news/24091019.banks-not-legally-required-provide-welsh-language-services/,https://uk.news.yahoo.com/banks-wont-required-welsh-language-120000350.html
3835,6428,False,True,Britain needs to get better at measuring growth,Enough Tory gerrymandering — it’s checkmate for Sunak,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/ce4457fd-8a88-4928-a465-33f7d5a15337
6272,6450,False,True,Business resumes at Northern Ireland Assembly on historic restoration day,Business resumes at Northern Ireland Assembly on historic restoration day,Bucks Free Press,Northern Scot,1,0,93,PP_DEEP,FALSE,https://www.bucksfreepress.co.uk/news/national/24095447.business-resumes-northern-ireland-assembly-historic-restoration-day/,https://www.northern-scot.co.uk/news/national/article/business-resumes-at-northern-ireland-assembly-on-historic-restoration-day-99218/
6339,6452,False,True,Tories planning for two back-to-back <b>general</b> <b>elections</b>,Tories planning for two back-to-back general elections,inews.co.uk,inews.co.uk,2,0,100,PP_DEEP,FALSE,https://inews.co.uk/news/politics/tories-planning-for-two-back-to-back-general-elections-2888082?ico=more_from_this_author,https://inews.co.uk/news/politics/tories-planning-for-two-back-to-back-general-elections-2888082
6483,6490,False,True,Labour is not scaling back £28bn green investment plan – shadow minister,Labour is not scaling back £28bn green investment plan – shadow minister,News Shopper,Evening Standard,0,0,93,PP_DEEP,FALSE,https://www.newsshopper.co.uk/news/national/24096418.labour-not-scaling-back-28bn-green-investment-plan---shadow-minister/,https://www.standard.co.uk/news/politics/labour-chris-bryant-opposition-party-rachel-reeves-jeremy-hunt-b1136933.html
6192,6491,False,True,"Labour leader Anas Sarwar has a secret space at Holyrood, he tells Jamie Stone","Labour leader Anas Sarwar has a secret space at Holyrood, he tells Jamie Stone",JohnOGroat Journal,Northern Times,0,0,100,PP_DEEP,FALSE,https://www.johnogroat-journal.co.uk/news/stones-scoop-anas-sarwar-shares-his-secret-space-at-holy-340328/,https://www.northern-times.co.uk/news/stones-scoop-anas-sarwar-shares-his-secret-space-at-holy-341203/
3835,6494,False,True,Britain needs to get better at measuring growth,Labour delays plans to abolish House of Lords,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/e7935e2e-acd9-4f61-bc6d-f0b3b5c07357
6479,6503,False,True,Rishi Sunak begins Northern Ireland visit marking power-sharing&#39;s return,<b>Rishi Sunak</b> hails &#39;special opportunity&#39; as he starts Northern Ireland visit,BBC News,BBC News,1,0,100,PP_DEEP,FALSE,https://www.bbc.com/news/uk-northern-ireland-politics-68199790,https://www.bbc.co.uk/news/uk-northern-ireland-politics-68199790?at_medium=RSS&at_campaign=KARANGA
6479,6506,False,True,Rishi Sunak begins Northern Ireland visit marking power-sharing&#39;s return,<b>Rishi Sunak</b> begins Northern Ireland visit marking power-sharing&#39;s return,BBC News,BBC News,1,0,100,PP_DEEP,FALSE,https://www.bbc.com/news/uk-northern-ireland-politics-68199790,https://www.bbc.co.uk/news/uk-northern-ireland-politics-68199790?at_campaign=KARANGA&at_medium=RSS
3835,6514,False,True,Britain needs to get better at measuring growth,<b>Sunak</b> to drop heat pump targets in fresh retreat from Net Zero,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/25176b46-d875-4ac4-a819-f4db1db567f0?sharetype=gift
6501,6529,False,True,New Executive calls for urgent discussions on funding for public services,New Executive calls for urgent discussions on funding for public services,Evening Standard,The Leader,1,0,91,PP_DEEP,FALSE,https://www.standard.co.uk/news/uk/rishi-sunak-uk-government-stormont-prime-minister-government-b1136981.html,https://www.leaderlive.co.uk/news/national/24096738.new-executive-calls-urgent-discussions-funding-public-services/
6508,6530,False,True,Chris Mason: NI power-sharing affords <b>Rishi Sunak</b> chance for a victory lap,Chris Mason: NI power-sharing affords Rishi Sunak chance for a victory lap,BBC News,BBC News,1,0,100,PP_DEEP,FALSE,https://www.bbc.co.uk/news/uk-politics-68200997,https://www.bbc.com/news/uk-politics-68200997
6221,6569,True,True,Time is running out for UK’s prime minister Rishi Sunak,<b>Harry</b> and Meghan to hopefully use fame to advocate for ‘worthy causes’,Dailytelegraph,Goldcoastbulletin,0,0,97,PP_DEEP,FALSE,https://www.dailytelegraph.com.au/news/world/time-is-running-out-for-uks-prime-minister-rishi-sunak/news-story/de129cf25071569c1a546ae15ffdae9f,https://www.goldcoastbulletin.com.au/news/national/harry-and-meghan-to-hopefully-use-fame-to-advocate-for-worthy-causes/video/0920c388521481fb28be15c9e01fd3aa
6221,6575,True,True,Time is running out for UK’s prime minister Rishi Sunak,‘Dreaded duo’: Harry and <b>Meghan</b> ‘whinging and whining’ in the name of privacy,Dailytelegraph,Weeklytimesnow,0,0,97,PP_DEEP,FALSE,https://www.dailytelegraph.com.au/news/world/time-is-running-out-for-uks-prime-minister-rishi-sunak/news-story/de129cf25071569c1a546ae15ffdae9f,https://www.weeklytimesnow.com.au/news/national/dreaded-duo-harry-and-meghan-whinging-and-whining-in-the-name-of-privacy/video/3c9b6592b2bfd330f11300344b690a6f
5977,6579,False,True,<b>Prince Harry</b> and Meghan have had &#39;door firmly shut&#39; in their face as royals employ new tactic,Prince Harry and <b>Meghan</b> have had &#39;door firmly shut&#39; in their face as royals employ new tactic,Daily Record,Daily Record,3,0,100,PP_DEEP,FALSE,https://www.dailyrecord.co.uk/entertainment/celebrity/prince-harry-meghan-door-firmly-32027649,https://www.dailyrecord.co.uk/entertainment/celebrity/prince-harry-meghan-door-firmly-32027649?int_source=nba
6376,6626,False,True,<b>SNP</b>-controlled Glasgow is pothole capital of Britain with Labour-led Edinburgh second,Pothole capital of Britain revealed – does your city make the top 10?,The Telegraph,The Telegraph,1,0,100,PP_DEEP,FALSE,https://www.telegraph.co.uk/news/2024/02/03/glasgow-pothole-capital-of-britain-with-edinburgh-second/,https://www.telegraph.co.uk/news/2024/02/03/glasgow-pothole-capital-of-britain-with-edinburgh-second/?utmsource=email
6470,6634,False,True,Labour ‘to extend equal pay rights to ethnic minorities’ in draft Race Equality Act,<b>Labour</b> ‘to extend equal pay rights to ethnic minorities’ in draft Race Equality Act,The Independent,Yahoo News,0,0,97,PP_DEEP,FALSE,https://www.independent.co.uk/news/uk/politics/labour-race-equal-pay-equality-b2490399.html,https://uk.news.yahoo.com/labour-extend-equal-pay-rights-001518005.html
6633,6635,False,True,Late Queen’s common sense will be used to guide permanent memorial in her honour,Late Queen’s common sense will be used to guide permanent memorial in her honour,expressandstar.com,Evening Standard,1,0,99,PP_DEEP,FALSE,https://www.expressandstar.com/news/uk-news/2024/02/05/late-queens-common-sense-will-be-used-to-guide-permanent-memorial-in-her-honour/,https://www.standard.co.uk/news/uk/diana-queen-government-house-of-lords-cabinet-office-b1136983.html
6512,6638,False,True,"Long waits to see doctors ‘creating mental health epidemic’, Lib Dems say","Long waits to see doctors ‘creating mental health epidemic’, Lib Dems say",The Irish News,expressandstar.com,1,0,97,PP_DEEP,FALSE,https://www.irishnews.com/news/uk/long-waits-to-see-doctors-creating-mental-health-epidemic-lib-dems-say-7ZDW2MX5LBPDTB4NVEPS6EVG2Q/,https://www.expressandstar.com/news/uk-news/2024/02/04/long-waits-to-see-doctors-creating-mental-health-epidemic-lib-dems-say/
6639,6645,False,True,"Houthi Red Sea campaign is having economic consequences, Sunak says","Houthi Red Sea campaign is having economic consequences, Sunak says",Inverness Courier,Evening Standard,2,0,96,PP_DEEP,FALSE,https://www.inverness-courier.co.uk/news/national/houthi-red-sea-campaign-is-having-economic-consequences-sunak-says-99272/,https://www.standard.co.uk/news/politics/rishi-sunak-prime-minister-red-sea-david-cameron-yemen-b1136962.html
6484,6661,False,True,Lords reform: <b>Starmer</b> &#39;throwing another promise on the bonfire&#39;,Lords <b>reform</b>: Starmer &#39;throwing another promise on the bonfire&#39;,The Herald,The Herald,1,0,100,PP_DEEP,FALSE,https://www.heraldscotland.com/news/24096379.lords-reform-starmer-throwing-another-promise-bonfire/,https://www.heraldscotland.com/news/24096379.lords-reform-starmer-throwing-another-promise-bonfire/?ref=rss
3835,6672,False,True,Britain needs to get better at measuring growth,The waning influence of Iran’s leading moderate Hassan Rouhani,Financial Times,Financial Times,0,0,91,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/0dcf0275-a271-442f-b69b-f058b0f6a434
6686,6706,False,True,Rishi Sunak wishes King Charles a ‘full and speedy recovery’ after his cancer diagnosis,<b>Rishi Sunak</b> wishes King Charles a ‘full and speedy recovery’ after his cancer diagnosis,The Irish Sun,The Sun,0,0,99,PP_DEEP,FALSE,https://www.thesun.ie/royals/12142470/rishi-sunak-king-charles-cancer-diagnosis/,https://www.thesun.co.uk/royals/25741289/rishi-sunak-king-charles-cancer-diagnosis/
6697,6726,False,True,Sunak wishes King ‘speedy recovery’ as well wishes pour in from politicians,<b>Sunak</b> wishes King ‘speedy recovery’ as well wishes pour in from politicians,The Argus,Kent Online,1,0,90,PP_DEEP,FALSE,https://www.theargus.co.uk/news/national/24099521.sunak-wishes-king-speedy-recovery-well-wishes-pour-politicians/,https://www.kentonline.co.uk/news/national/sunak-wishes-king-speedy-recovery-as-well-wishes-pour-in-from-politicians-109846/
6725,6739,False,True,UK will keep bombing Houthis but rules out regime change or war with Iran,<b>UK</b> will keep bombing Houthis but rules out regime change or war with Iran,inews.co.uk,inews.co.uk,2,0,100,PP_DEEP,FALSE,https://inews.co.uk/news/politics/uk-keep-bombing-houthis-rules-out-regime-change-war-iran-2891560?ico=related_stories,https://inews.co.uk/news/politics/uk-keep-bombing-houthis-rules-out-regime-change-war-iran-2891560?ico=related_article_inline
6508,6750,False,True,Chris Mason: NI power-sharing affords <b>Rishi Sunak</b> chance for a victory lap,Chris Mason: NI power-sharing affords Rishi Sunak chance for a victory lap,BBC News,BBC News,1,0,94,PP_DEEP,FALSE,https://www.bbc.co.uk/news/uk-politics-68200997,https://www.bbc.com/news/uk-politics-68200997.amp
6747,6751,False,True,<b>Political</b> parties come together in support of the King,Welsh <b>political</b> figures send King Charles best wishes,Yahoo News,Penarth Times,0,0,90,PP_DEEP,FALSE,https://uk.news.yahoo.com/political-parties-come-together-support-192030030.html,https://www.penarthtimes.co.uk/news/24099578.welsh-political-figures-send-king-charles-best-wishes/
3835,6753,False,True,Britain needs to get better at measuring growth,Sunak urges Northern Irish executive to focus on ‘day-to-day matters’,Financial Times,Financial Times,0,0,96,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/6ebd6544-3cf1-4198-960e-f5fea7cb490b
6723,6762,False,True,King cancer diagnosis latest: He chose to share news to &#39;prevent speculation&#39;; Prince Harry to travel to UK to see father,King Charles cancer diagnosis latest: He chose to share news to &#39;prevent speculation&#39;; <b>Prince Harry</b> to travel to UK to see father,Sky News,Sky News,1,0,100,PP_DEEP,TRUE,https://news.sky.com/story/king-cancer-diagnosis-latest-he-chose-to-share-diagnosis-to-prevent-speculation-13064923?postid=7186951,https://news.sky.com/story/king-cancer-diagnosis-latest-he-chose-to-share-diagnosis-to-prevent-speculation-13064923?postid=7187980
6769,6775,False,True,King Charles: <b>Prince Harry</b> to travel to UK to see father after cancer diagnosis – as it happened,King Charles: <b>Prince Harry</b> to travel to UK in coming days to see father after cancer diagnosis – latest news updates,The Guardian,The Guardian,1,0,100,PP_DEEP,TRUE,https://www.theguardian.com/uk-news/live/2024/feb/05/king-charles-cancer-royal-health-latest-news-updates?page=with:block-65c165608f08d62b48aaa9b3,https://www.theguardian.com/uk-news/live/2024/feb/05/king-charles-cancer-royal-health-latest-news-updates?page=with:block-65c164908f0856364121ea5c
6767,6791,False,True,<b>Harry</b> to fly to UK to be with the King after cancer news,Details of <b>Prince Harry</b>&#39;s last minute flight home after King Charles&#39; cancer diagnosis revealed by source,Yahoo News,Manchester Evening News,1,0,90,PP_DEEP,FALSE,https://uk.news.yahoo.com/harry-fly-uk-king-cancer-222719121.html,https://www.manchestereveningnews.co.uk/news/uk-news/details-prince-harrys-last-minute-28576542
6777,6797,False,True,King Charles cancer diagnosis: <b>Prince Harry</b> to travel to UK to see monarch &#39;in coming days&#39;&#39;,<b>Prince Harry</b> to travel to UK to see King &#39;in coming days&#39; after cancer diagnosis,Sky News,Sky News,1,0,100,PP_DEEP,FALSE,https://news.sky.com/story/king-charles-cancer-diagnosis-prince-harry-to-travel-to-uk-to-see-monarch-in-coming-days-13064948,https://news.sky.com/story/prince-harry-to-travel-to-uk-to-see-king-in-coming-days-after-cancer-diagnosis-13064948
6795,6811,False,True,<b>Prince Harry</b> Will Travel to the U.K. Soon to See King Charles amid His Father&#39;s Cancer Diagnosis,Prince Harry Will Travel to the U.K. Soon to See King Charles amid His Father&#39;s Cancer Diagnosis,Yahoo Movies,Yahoo News,3,0,100,PP_DEEP,FALSE,https://uk.movies.yahoo.com/prince-harry-travel-u-k-185805350.html,https://uk.news.yahoo.com/prince-harry-travel-u-k-185805350.html
6777,6833,False,True,King Charles cancer diagnosis: <b>Prince Harry</b> to travel to UK to see monarch &#39;in coming days&#39;&#39;,Prince Harry to travel to UK to see King &#39;in coming days&#39; after cancer diagnosis,Sky News,Yahoo News,1,0,96,PP_DEEP,FALSE,https://news.sky.com/story/king-charles-cancer-diagnosis-prince-harry-to-travel-to-uk-to-see-monarch-in-coming-days-13064948,https://uk.news.yahoo.com/prince-harry-travel-uk-see-182800001.html
3835,6840,False,True,Britain needs to get better at measuring growth,Pakistan’s political dynasties jockey for power in <b>election</b> lacking Imran Khan,Financial Times,Financial Times,0,0,94,PP_DEEP,FALSE,https://www.ft.com/content/5160efba-1a09-49fe-b87c-aeef85240210,https://www.ft.com/content/6982fea8-e619-4574-b9ea-fda2abcb684c
6757,6842,False,True,"Labour says Sunak’s £1,000 bet with Piers Morgan over Rwanda policy shows he’s ‘out of touch’ – <b>UK politics</b> live","Labour says Sunak’s £1,000 bet with Piers Morgan over Rwanda policy shows he’s ‘out of touch’ – as it happened",The Guardian,The Guardian,2,0,100,PP_DEEP,TRUE,https://www.theguardian.com/politics/live/2024/feb/05/rishi-sunak-nhs-northern-ireland-dup-stormont-uk-politics-live?filterKeyEvents=false&page=with:block-65c120bd8f08d62b48aaa729,https://www.theguardian.com/politics/live/2024/feb/05/rishi-sunak-nhs-northern-ireland-dup-stormont-uk-politics-live?ICID=ref_fark
